,query,verbs,nouns,verb_cancel
12040,"my profile was hacked, get it back","hacked,get",profile,False
12041,"i forgot my account password, help me recover it","forgot,help,recover","account,password",False
12042,"I forgot my password, can you reset it?","forgot,reset",password,False
12043,"I lost my account  password, reset it","lost,reset","account,password",False
12044,my online account's been hacked,hacked,account,False
12045,"I lost my acvount password, how do I retrieve it?","lost,retrieve",password,False
12046,"my user account was hacked, can I get it back?","hacked,get","user,account",False
12047,"i lost my account password, how can i retrieve it?","lost,retrieve","account,password",False
12048,"i lost my account password, help me reset it","lost,help,reset","account,password",False
12049,"I lost my account password, help me recover it","lost,help,recover","account,password",False
12050,"ask an agent if I could reset my account password, please","ask,reset","agent,account,password",False
12051,"my account's been hacked, can u recover it?","hacked,recover",account,False
12052,"my online account's been hacked, what can I do?","hacked,do",account,False
12053,"I can't remember my password, could I retrieve it?","remember,retrieve",password,False
12054,"pleade, ask an agent how i could retrieve my account password","ask,retrieve","agent,account,password",False
12055,"someone stole my password, i need help retrieving it","stole,need,retrieving","password,help",False
12056,"i forgot my password, i need help resetting it","forgot,need,resetting","password,help",False
12057,"please, can u ask an agent how i can retrieve my account password?","ask,retrieve","agent,account,password",False
12058,"my account's been hacked, can you get it back?","hacked,get",account,False
12059,"my profile was hacked, help me get it back","hacked,help,get",profile,False
12060,"someone stole my password, can I recover it?","stole,recover",password,False
12061,ohw can I recover my password?,recover,password,False
12062,"I lost my password, can you reset it?","lost,reset",password,False
12063,my account was hacked,hacked,account,False
12064,"i cant remember my password, help me recover it","remember,help,recover",password,False
12065,"I want to retrieve my account password, can you help me?","want,retrieve,help","account,password",False
12066,"my account was hacked, how can I recover it?","hacked,recover",account,False
12067,"please, ask an agent how to reset my password","ask,reset","agent,password",False
12068,I ant to recover my password,"ant,recover",password,False
12069,"i cant remember my password, how do i reset it?","remember,reset",password,False
12070,can I retrieve my account password?,retrieve,"account,password",False
12071,"I can't remember my account password, what should I do to recover it?","remember,do,recover","account,password",False
12072,"someone stole my password, can I reset it?","stole,reset",password,False
12073,"my user account was hacked, can i get it back?","hacked,get","user,account",False
12074,"someone stole my account password, can i recover it?","stole,recover","account,password",False
12075,my account's been hacked and I'd like to recover it,"hacked,like,recover",account,False
12076,"my user account was hacked, can I recover it?","hacked,recover","user,account",False
12077,"my account was hacked, what do I have to do to get it back?","hacked,have,do,get",account,False
12078,"my user account has been hacked, what do i have to do to get it back?","hacked,have,do,get","user,account",False
12079,"I can't remember my account password, can I reset it?","remember,reset","account,password",False
12080,"someone stole my account password, how do I reset it?","stole,reset","account,password",False
12081,"someone stole my account password, can you reset it?","stole,reset","account,password",False
12082,"I lost my password, recover it","lost,recover",password,False
12083,"i wanna retrieve my password, what should i do?","wanna,retrieve,do",password,False
12084,"my user account's been hacked, can I recover it?","hacked,recover","user,account",False
12085,"I lost my password, how do I recover it?","lost,recover",password,False
12086,"my profile's been hacked, what can I do to get it back?","hacked,do,get",profile,False
12087,someone stole my account password and I want to reset it,"stole,want,reset","account,password",False
12088,"my fucking online account has been hacked, can I get it back?","hacked,get",account,False
12089,"my profile was hacked, can u belp me ?",hacked,"profile,belp",False
12090,"someone stole my password, what should I do?","stole,do",password,False
12091,could you ask an agent how I can retrieve my password?,"ask,retrieve","agent,password",False
12092,"my user account's been hacked, how do I get it back?","hacked,get","user,account",False
12093,"I can't remember my password, reset it","remember,reset",password,False
12094,"I forgot my password, what should I do to reset it?","forgot,do,reset",password,False
12095,"i lost my password, can u help me?","lost,help",password,False
12096,"my profile was hacked, what should I do to get it back?","hacked,do,get",profile,False
12097,"my profile was hacked, how could I get it back ?","hacked,get",profile,False
12098,"i cant remember my account password, could i retrieve it?","remember,retrieve","account,password",False
12099,"I forgot my password , what do I have to do?","forgot,have,do",password,False
12100,I want to retrieve my account password,"want,retrieve","account,password",False
12101,"my profile's been hacked, what should I do to recover it?","hacked,do,recover",profile,False
12102,someone stole my password and I want to retrieve it,"stole,want,retrieve",password,False
12103,"my user account's been hacked, help me get it back","hacked,help,get","user,account",False
12104,"I ca't remember my password, can I retrieveit?","remember,retrieveit",password,False
12105,"my account was hacked, can u help me?","hacked,help","account,u",False
12106,"my fucking profile's been hacked, i need help recovering it","hacked,need,help,recovering","fucking,profile",False
12107,"i forgot my password, how do i retrieve it?","forgot,retrieve",password,False
12108,"someone stole my account password, I need help retrieving it","stole,need,retrieving","account,password,help",False
12109,"someone stole my account password, what should i do to recover it?","stole,do,recover","account,password",False
12110,"my account's been hacked , what can i do to recover it?","hacked,do,recover",account,False
12111,"my profile's been hacked, i need help recovering it","hacked,need,help,recovering",profile,False
12112,"my account's been hacked, help me recover it","hacked,help,recover",account,False
12113,"I forgot my account password, can you recover it?","forgot,recover","account,password",False
12114,i lost my account password,lost,"account,password",False
12115,"i lost my password, can i recover it?","lost,recover",password,False
12116,"someone stole my account password, i need help retrieving it","stole,need,retrieving","account,password,help",False
12117,"i cant remember my fucking account password, can u reset it?","remember,reset","account,password",False
12118,"my user account was hacked, recover it","hacked,recover","user,account",False
12119,"please, can u ask an agent if i can recover my fucking account password?","ask,recover","agent,account,password",False
12120,"my account's been hacked, what do I have to do to recover it?","hacked,have,do,recover",account,False
12121,"I can't remember my account password, can you retrieve it?","remember,retrieve","account,password",False
12122,i lost my password and i want to retrieve it,"lost,want,retrieve",password,False
12123,my profile's been hacked and id like to recover it,"hacked,like,recover","profile,i",False
12124,ask an agent how i can reset my fucking account password,"ask,reset","agent,account,password",False
12125,"my account's been hacked , how can I get it back?","hacked,get",account,False
12126,"i wanna  recover my account password, how can i do it?","recover,do","account,password",False
12127,"I can't remember my password, what shouldI do?","remember,do",password,False
12128,"ask an agent how i can recover my account password, please","ask,recover","agent,account,password",False
12129,can I recover my account password?,recover,"account,password",False
12130,"my profile has been hacked, can u recover it?","hacked,recover",profile,False
12131,"my online account's bwen hacked, what can I do to get it back?","hacked,do,get","account,bwen",False
12132,"my online account was hacked, help me recover it","hacked,help,recover",account,False
12133,"myt account's been hacked, get it back","hacked,get",,False
12134,"please, ask an agent how to retrieve my fucking password","ask,retrieve","agent,password",False
12135,my profile was hacked and i want to recover it,"hacked,want,recover",profile,False
12136,"i forgot my account password, how can i reset it?","forgot,reset","account,password",False
12137,"I want to recover my password, can you help me?","want,recover,help",password,False
12138,"my account was hacked, recover it","hacked,recover",account,False
12139,"my account's been hacked, what do i have to do?","hacked,have,do",account,False
12140,"my account was hacked, can you get it back?","hacked,get",account,False
12141,"i lost my account password, what do i have to do to retrieve it?","lost,have,do,retrieve","account,password",False
12142,"I want to recover my account password, what can I do?","want,recover,do","account,password",False
12143,I forgot my account password and I want to recover it,"forgot,want,recover","account,password",False
12144,"I can't remember my password, how can I reset it?","remember,reset",password,False
12145,"my profile's been hacked, and I need help getting it back","hacked,need,getting","profile,help",False
12146,"I lost my account password, what do I have to do to reset it?","lost,have,do,reset","account,password",False
12147,"I forgot my password, can I reset it?","forgot,reset",password,False
12148,"someone stole my password, what do I have to do?","stole,have,do",password,False
12149,"ask an agent how to recover my account password, please","ask,recover","agent,account,password",False
12150,someone stole my  password and  wanna reset it,"stole,reset",password,False
12151,I can' remember my fucking password and I would like to reset it,"remember,like,reset",password,False
12152,"I forgot my password, what can I do to reset it?","forgot,do,reset",password,False
12153,i cant remember my password and i want to recover it,"remember,want,recover",password,False
12154,"my online account's been hacked, get it back","hacked,get",account,False
12155,"I forgot my account password , I need help recovering it","forgot,need,help,recovering","account,password",False
12156,"someone stole my account password, retrieve it","stole,retrieve","account,password",False
12157,my profile's been hacked and I want to recoevr it,"hacked,want",profile,False
12158,"my online account was hacked, and I need help recovering it","hacked,need,help,recovering",account,False
12159,"my profile's been hacked, can I recover it ?","hacked,recover",profile,False
12160,"i lost my password, i need help recovering it","lost,need,help,recovering",password,False
12161,"i forgot my account password, reset it","forgot,reset","account,password",False
12162,"my profile's been hacked, could u recover it?","hacked,recover",profile,False
12163,"I lost my account password, how can I reset it?","lost,reset","account,password",False
12164,my profile's been hacked and I want to get it back,"hacked,want,get",profile,False
12165,"my user account has been hacked, what should i do to get it back?","hacked,do,get","user,account",False
12166,"my account was hacked, can I get it back?","hacked,get",account,False
12167,"my user account's been hacked, can you recover it?","hacked,recover","user,account",False
12168,"my account's been hacked, recover it","hacked,recover",account,False
12169,"my account's been hacked, can you recover it?","hacked,recover",account,False
12170,"someone stole my account password, what can I do?","stole,do","account,password",False
12171,"I forgot my account password, can you reset it?","forgot,reset","account,password",False
12172,"my profile was hacked, what can i do?","hacked,do",profile,False
12173,"my user account was hacked, what can I do to recover it?","hacked,do,recover","user,account",False
12174,I need help recovering my password,"need,recovering","help,password",False
12175,"please, ask an agent to recover my account password","ask,recover","agent,account,password",False
12176,I need help retrieving my password,"need,retrieving","help,password",False
12177,"my profile was hacked, can I recover it?","hacked,recover",profile,False
12178,"my online account has been hacked, what should i do to get it back?","hacked,do,get",account,False
12179,ask an agent to reset my account password,"ask,reset","agent,account,password",False
12180,"my profile was hacked, can I get it back?","hacked,get",profile,False
12181,"I lost my account password, can you reset it?","lost,reset","account,password",False
12182,"please, ask an agent how to retrieve my password","ask,retrieve","agent,password",False
12183,"i lost my password, could u recover it, please?","lost,recover",password,False
12184,"my user account was hacked, can you help me?","hacked,help","user,account",False
12185,i need help retrieving my account password,"need,retrieving","help,account,password",False
12186,"i forgot my account password, can i recover it?","forgot,recover","account,password",False
12187,"my online account was hacked, recover it","hacked,recover",account,False
12188,how could I rese my account  password?,rese,"account,password",False
12189,"my user account's been hacked , what can I do to recover it?","hacked,do,recover","user,account",False
12190,how do I reset my password?,reset,password,False
12191,"my account's been hacked, can I recover it?","hacked,recover",account,False
12192,someone stole my account password and i want to recover it,"stole,want,recover","account,password",False
12193,"please , could  ask an agent how i could retrieve my password?","ask,retrieve","agent,password",False
12194,"I'd like to retrieve my password, can you help me?","like,retrieve,help",password,False
12195,"i forgot my account password, how do i reset it?","forgot,reset","account,password",False
12196,how can i retrieve my account password?,retrieve,"account,password",False
12197,"i wanna retrieve my account password, what do i  have to do?","retrieve,have,do","account,password",False
12198,"someone stole my password and I'd like to retrieve it, please","stole,like,retrieve",password,False
12199,"my online account has been hacked, i need help getting it back, please","hacked,need,getting","account,help",False
12200,I forgot my account password,forgot,"account,password",False
12201,my profile was hacked,hacked,profile,False
12202,"I can't remember my password, what should I do to retrieve it?","remember,do,retrieve",password,False
12203,how can I recover my account password?,recover,"account,password",False
12204,"someone stole my account password, how can I retrieve it?","stole,retrieve","account,password",False
12205,"my user account was hacked, what should I do to get it back?","hacked,do,get","user,account",False
12206,I forgot my password and I want to reset it,"forgot,want,reset",password,False
12207,"I lost my password, what can I do to retrieve it?","lost,do,retrieve",password,False
12208,"someone stole my account password , what should I do to reset it?","stole,do,reset","account,password",False
12209,"I forgot my account password, can I recover it?","forgot,recover","account,password",False
12210,"I forgot my account password, I need help retrieving it","forgot,need,retrieving","account,password,help",False
12211,"I can't remember my account password, what can I do to recover it?","remember,do,recover","account,password",False
12212,"someone stole my account password, could you retrieve it?","stole,retrieve","account,password",False
12213,"my profile's beenm hacked, jow can i recover it?","hacked,recover","profile,beenm",False
12214,help me reset my account password,"help,reset","account,password",False
12215,"my fucking profile's been hacked, how do I get it back?","hacked,get","fucking,profile",False
12216,I want to reset my account password,"want,reset","account,password",False
12217,"my profile's been hacked, what can i do to recover it?","hacked,do,recover",profile,False
12218,"someone stole my account password, how do i retrieve it?","stole,retrieve","account,password",False
12219,"my onlione account's been hacked, what should I do?","hacked,do",account,False
12220,my user account was hacked,hacked,"user,account",False
12221,"my profile was hacked, what do i have to do to get it back?","hacked,have,do,get",profile,False
12222,someone stole my account password and i want to reset it,"stole,want,reset","account,password",False
12223,"someone stole my account password, can you help me?","stole,help","account,password",False
12224,"someone stole my account password, what do i have to do to reset it?","stole,have,do,reset","account,password",False
12225,"I lost my account password, recover it","lost,recover","account,password",False
12226,can u ask an agent how i can recover my account password?,"ask,recover","agent,account,password",False
12227,"my profile was hacked, how do I get it back?","hacked,get",profile,False
12228,"I can't remember my password, what can I do?","remember,do",password,False
12229,someone stole my account password and I want to retrieve it,"stole,want,retrieve","account,password",False
12230,"I lost my account password, help me reset it","lost,help,reset","account,password",False
12231,"I forgot my password, how do I recover it?","forgot,recover",password,False
12232,"I can't remember my password, can you help me?","remember,help",password,False
12233,"could you ask an agent how to recover my account password, please?","ask,recover","agent,account,password",False
12234,"my account has been hacked, how do i recover it?","hacked,recover",account,False
12235,"I can't remember my account password, I need help recovering it","remember,need,help,recovering","account,password",False
12236,my online account's been hacked and i wanna get it back,"hacked,wanna,get",account,False
12237,"my fucking profile has been hacked, what should i do to get it back?","hacked,do,get","fucking,profile",False
12238,"someone stole my password, what can i do to recover it?","stole,do,recover",password,False
12239,"i forgot my account password, help me reset it","forgot,help,reset","account,password",False
12240,"my account's been hacked, what should I do?","hacked,do",account,False
12241,"my profile was hacked, can you help me?","hacked,help",profile,False
12242,"my profile was hacked, help me recover it","hacked,help,recover",profile,False
12243,someone stole my password and I want to reset it,"stole,want,reset",password,False
12244,"someone stole my password, can you help me?","stole,help",password,False
12245,"my user account's been hacked, could i get it back?","hacked,get","user,account",False
12246,"my account was hacked, what do i have to do?","hacked,have,do",account,False
12247,"my profile was hacked, what should I do?","hacked,do",profile,False
12248,"I forgot my password, what can I do to recover it?","forgot,do,recover",password,False
12249,can u ask an agent to recover my password?,"ask,recover","agent,password",False
12250,"I forgot my account password, can you help me?","forgot,help","account,password",False
12251,"please, can you ask an agent how I could reset my account password?","ask,reset","agent,account,password",False
12252,"I want to retrieve my account password, what can I do?","want,retrieve,do","account,password",False
12253,"my profile's been hacked, help me recover it","hacked,help,recover",profile,False
12254,can u ask an agent if i can retrieve my account password?,"ask,retrieve","agent,account,password",False
12255,"someone stole my fucking account password and id like to reset it, please","stole,like,reset","account,password,i,d",False
12256,"my user account was hacked , andI need help recovering it","hacked,need,recovering","user,account,andI,help",False
12257,"someone stole my password, what should I do to retrieve it?","stole,do,retrieve",password,False
12258,"someone stole my password, what do I have to do to retrieve it?","stole,have,do,retrieve",password,False
12259,"I forgot my account password , reset it","forgot,reset","account,password",False
12260,"my account's been hacked, what do i have to do to get it back?","hacked,have,do,get",account,False
12261,can I reset my password?,reset,password,False
12262,"I lost my account password, can you retrieve it?","lost,retrieve","account,password",False
12263,someone stole my account password and I want to recover it,"stole,want,recover","account,password",False
12264,"i lost my password, how can i retrieve it?","lost,retrieve",password,False
12265,I need help resetting my account password,"need,resetting","help,account,password",False
12266,someone stole my password,stole,password,False
12267,"my user account's been hacked, what should I do to recover it?","hacked,do,recover","user,account",False
12268,"my online account was hacked, what can I do to recover it?","hacked,do,recover",account,False
12269,"could u ask an agent if i can retrieve my password, please?","ask,retrieve","agent,password",False
12270,someone stole my account password,stole,"account,password",False
12271,"someone stole my password, what can I do to retrieve it?","stole,do,retrieve",password,False
12272,"my online account was hacked, get it back","hacked,get",account,False
12273,"i lost my account password , can i retrieve it?","lost,retrieve","account,password",False
12274,"I forgot my password, how can I recover it?","forgot,recover",password,False
12275,"my online account sas hacked, what can I do to get it back?","hacked,do,get",account,False
12276,"my online account was hacked, how can I recover it?","hacked,recover",account,False
12277,"my user account's been hacked, how do I recover it?","hacked,recover","user,account",False
12278,"I forgot ym password, how can I reset it?","forgot,reset",password,False
12279,"I lost my password, reset it","lost,reset",password,False
12280,"someone stole my account password, what can I do to recover it?","stole,do,recover","account,password",False
12281,"I lost my password, I need hlp recovering it","lost,need,recovering","password,hlp",False
12282,"please, could u ask an agent how i can recover my password?","ask,recover","agent,password",False
12283,"someone sxtole my account password, I need help recovering it","sxtole,need,help,recovering","account,password",False
12284,can I reset my account password?,reset,"account,password",False
12285,"i forgot my account password, can i reset it?","forgot,reset","account,password",False
12286,my fucking online account's been hacked and I'd like to get it back,"hacked,like,get",,False
12287,"I can't remember my account password, I need help resetting it","remember,need,resetting","account,password,help",False
12288,id like to retrieve my password,"like,retrieve",password,False
12289,"I lost my account password, can I recover it?","lost,recover","account,password",False
12290,"please, could you ask an agent to reset my password?","ask,reset","agent,password",False
12291,ask an agent to recover my password,"ask,recover","agent,password",False
12292,I want ot recover my account password,"want,recover","account,password",False
12293,"my account was hacked, what can I do?","hacked,do",account,False
12294,"I fborgot my password, can you recover it?","fborgot,recover",password,False
12295,"i cant ermember my password, what should i do?","ermember,do",password,False
12296,"can u ask an agent if i can reset my password, pleasse?","ask,reset","agent,password,pleasse",False
12297,"I can't remember my account password, retrieve it","remember,retrieve","account,password",False
12298,i cant remember my password and i want to reset it,"remember,want,reset",password,False
12299,ask an agent if i could rtetrieve my password,"ask,rtetrieve","agent,password",False
12300,my account's been hacked and I want to get it back,"hacked,want,get",account,False
12301,"my online account was hacked , what do I have to do to get it back?","hacked,have,do,get",account,False
12302,ask an agent how to reset my account password,"ask,reset","agent,account,password",False
12303,my online account's been hacked and I want to recover it,"hacked,want,recover",account,False
12304,"my profile's been hacked, what should I do to get it back?","hacked,do,get",profile,False
12305,"my profile's been hacked, can I get it back?","hacked,get",profile,False
12306,help me recover my account password,"help,recover","account,password",False
12307,"I lost my password, I need helpresetting it","lost,need","password,helpresetting",False
12308,"I forgot my password , what should I do to retrieve it?","forgot,do,retrieve",password,False
12309,"someonestole my account password, i need help resetting it","need,resetting","account,password,help",False
12310,"my online account's been hacked, can you get  it back?","hacked,get",account,False
12311,"my profile's been hacked, how can I get it back?","hacked,get",profile,False
12312,"my user account was hacked, what do i have to do?","hacked,have,do","user,account",False
12313,"my online account's been hacked, how do i get it back?","hacked,get",account,False
12314,"I can't remember my password, what should I do to recover it?","remember,do,recover",password,False
12315,"i lost my account password, could i retrieve it?","lost,retrieve","account,password",False
12316,"ask an agent if i could reset y account password, please","ask,reset","agent,account,password",False
12317,"my online account's been hacked, how do I get it back?","hacked,get",account,False
12318,"I can't remember my password, can you resset it ?","remember,resset",password,False
12319,"I can't remember my password, what do I have to do to recover it?","remember,have,do,recover",password,False
12320,"someone stole my account password, what should I do to retrieve it?","stole,do,retrieve","account,password",False
12321,"i cant remember my account password, what do i have to do to retrieve it?","remember,have,do,retrieve","account,password",False
12322,I can't remember my password and I want to reset it,"remember,want,reset",password,False
12323,"someone stole my password, what do I have to do  to recover it ?","stole,have,do,recover",password,False
12324,my profile's been hacked and i want to get it back,"hacked,want,get",profile,False
12325,I need help recovering my account password,"need,recovering","help,account,password",False
12326,"my account's been hacked, how can i recover it?","hacked,recover",account,False
12327,"my online accouint was hacked, what should I do?","hacked,do",accouint,False
12328,"someone stole my account password, help me reset it","stole,help,reset","account,password",False
12329,I found problems when trying to sign up,"found,trying,sign",problems,False
12330,I fonud an issue signing up,"fonud,signing",issue,False
12331,I found problems when trying to open a account,"found,trying,open","problems,account",False
12332,I found an issue while signing up,"found,signing",issue,False
12333,I had regiwtration problems,had,"regiwtration,problems",False
12334,I found a problem while creating a profile,"found,creating","problem,profile",False
12335,I had issues opening an account,"had,opening","issues,account",False
12336,I found an issue while registering,"found,registering",issue,False
12337,I'm having issues signing up,"having,signing",issues,False
12338,I had issues when trying to sign up,"had,trying,sign",issues,False
12339,I had an issue when trying to sign up,"had,trying,sign",issue,False
12340,There's an issue with the registration,'s,"issue,registration",False
12341,I had issues creating a profile,"had,creating","issues,profile",False
12342,I had problems when trying to create an account,"had,trying,create","problems,account",False
12343,I found an issue when trying to open an account,"found,trying,open","issue,account",False
12344,I have issues registering,"have,registering",issues,False
12345,I had problems when trying to open an account,"had,trying,open","problems,account",False
12346,I  found an issue opening an account,"found,opening","issue,account",False
12347,I had an issue while creating an account,"had,creating","issue,account",False
12348,I'm having an issue with the registration,having,"issue,registration",False
12349,I'm having problems when trying to sign up,"having,trying,sign",problems,False
12350,I have a problem registering,"have,registering",problem,False
12351,I'm having an issue when trying to create an account,"having,trying,create","issue,account",False
12352,I have an issue registering,"have,registering",issue,False
12353,I have problems registering,"have,registering",problems,False
12354,I'm having a problem when trying to register,"having,trying,register",problem,False
12355,I found a problem opening an account,"found,opening","problem,account",False
12356,There are some issues with the registration,are,"issues,registration",False
12357,I found problems when trying to create a profile,"found,trying,create","problems,profile",False
12358,I found an issue registering,"found,registering",issue,False
12359,I'm having an issaue opening an account,"having,opening","issaue,account",False
12360,I had a problem creating an account,"had,creating","problem,account",False
12361,I had problems while creating a profile,"had,creating","problems,profile",False
12362,I'mhaving problems creating a profile,"I'mhaving,creating","problems,profile",False
12363,I had issues while signing up,"had,signing",issues,False
12364,I found a problem while opening an account,"found,opening","problem,account",False
12365,I'm having issues creating a profile,"having,creating","issues,profile",False
12366,I found issues while opening an account,"found,opening","issues,account",False
12367,I found problems while creating a profile,"found,creating","problems,profile",False
12368,I have problems opening an account,"have,opening","problems,account",False
12369,I had a problem whlie creating a profile,"had,creating","problem,whlie,profile",False
12370,I had a problem while signing up,"had,signing",problem,False
12371,I have issues signing up,"have,signing",issues,False
12372,I had an issue when trying to create an account,"had,trying,create","issue,account",False
12373,I had an issue while opening an account,"had,opening","issue,account",False
12374,I found problems signing up,"found,signing",problems,False
12375,I had issues while creatinga profile,had,"issues,profile",False
12376,I had a problem while creating an account,"had,creating","problem,account",False
12377,I'm having an issue creating a profile,"having,creating","issue,profile",False
12378,I'm having a problem when trying to create a profile,"having,trying,create","problem,profile",False
12379,I found problems creating a profile,"found,creating","problems,profile",False
12380,I had an issue while registering,"had,registering",issue,False
12381,I found a problem when trying to create a profile,"found,trying,create","problem,profile",False
12382,I had a problem creating a profile,"had,creating","problem,profile",False
12383,I found an issue while opening an account,"found,opening","issue,account",False
12384,I'm having issues when trying to create a profile,"having,trying,create","issues,profile",False
12385,I'm trying to regiter but I can't,"trying,regiter",,False
12386,I have registration problems,have,"registration,problems",False
12387,I'm having issues when trying to open an account,"having,trying,open","issues,account",False
12388,I can't sign up,sign,,False
12389,I have a problem signing up,"have,signing",problem,False
12390,I have problems creating an account,"have,creating","problems,account",False
12391,Ifound an issue creating an account,creating,"issue,account",False
12392,I found problems registering,"found,registering",problems,False
12393,There is a problem with the reggistration,is,"problem,reggistration",False
12394,I have an issue creating an account,"have,creating","issue,account",False
12395,I had problems creating an account,"had,creating","problems,account",False
12396,I'm having a problem when trying to create an account,"having,trying,create","problem,account",False
12397,I had registration issues,had,"registration,issues",False
12398,I had an issue when trying to register,"had,trying,register",issue,False
12399,I had an issue while creating a profile,"had,creating","issue,profile",False
12400,I'm having issuea when trying to sign up,"having,trying,sign",,False
12401,I' trying to open an account but I can't,"trying,open",account,False
12402,I had az problem with the registration,had,"problem,registration",False
12403,I had problems registering,"had,registering",problems,False
12404,registration issue,,"registration,issue",False
12405,I'm having reigstration issues,having,"reigstration,issues",False
12406,registration issues,,"registration,issues",False
12407,I'm having issues creating a acount,"having,creating","issues,acount",False
12408,I found issues while registering,"found,registering",issues,False
12409,registration problem,,"registration,problem",False
12410,I have some problems with thge registration,have,"problems,registration",False
12411,I found problems while creating an account,"found,creating","problems,account",False
12412,I had a problem while registering,"had,registering",problem,False
12413,I had an problem registeringb,had,problem,False
12414,I had problems creating a profile,"had,creating","problems,profile",False
12415,I found a problem while creating an account,"found,creating","problem,account",False
12416,I foundproblems when triyng to register,"foundproblems,register",,False
12417,I had an isue when trying to open an account,"had,trying,open","isue,account",False
12418,I found a problem while registering,"found,registering",problem,False
12419,I'm having a problem opening an account,"having,opening","problem,account",False
12420,I found an issue while creating an account,"found,creating","issue,account",False
12421,I found issus registering,"found,registering",issus,False
12422,I found an issue when trying to sign up,"found,trying,sign",issue,False
12423,I had problems while poening an account,"had,poening","problems,account",False
12424,I found problems while registering,"found,registering",problems,False
12425,I had issues while registering,"had,registering",issues,False
12426,I'm having problems creating an account,"having,creating","problems,account",False
12427,I can't register,register,,False
12428,I found problems while opening an account,"found,opening","problems,account",False
12429,I found iwsues while creating an account,"found,creating","iwsues,account",False
12430,I had issues when trying to create a profile,"had,trying,create","issues,profile",False
12431,I had an issue opening an account,"had,opening","issue,account",False
12432,I have a problem opening an account,"have,opening","problem,account",False
12433,I have problems creating a profile,"have,creating","problems,profile",False
12434,I had problems when trying to create a profile,"had,trying,create","problems,profile",False
12435,I had a problem while opening an account,"had,opening","problem,account",False
12436,I'm having a problem signing up,"having,signing",problem,False
12437,I found a problem registering,"found,registering",problem,False
12438,I'm having some problems with the registration,having,"problems,registration",False
12439,I'm having a problem registering,"having,registering",problem,False
12440,I had a issue creating a profile,"had,creating","issue,profile",False
12441,I'm having problems signing u,"having,signing","problems,u",False
12442,I'm having problems when trying to createan account,"having,trying,createan","problems,account",False
12443,I have an issue with the registration,have,"issue,registration",False
12444,I found a problem when trying to create an account,"found,trying,create","problem,account",False
12445,I found a problem signing up,"found,signing",problem,False
12446,I found issues when trying to sign up,"found,trying,sign",issues,False
12447,I had a problem when trying to create a profile,"had,trying,create","problem,profile",False
12448,I had an issue with the registration,had,"issue,registration",False
12449,I found an issue when trying to register,"found,trying,register",issue,False
12450,I had issues creating an account,"had,creating","issues,account",False
12451,I had an issue when trying to create a profile,"had,trying,create","issue,profile",False
12452,I found issues signing up,"found,signing",issues,False
12453,I found issues while creating a profile,"found,creating","issues,profile",False
12454,I found issues when trying to create a profile,"found,trying,create","issues,profile",False
12455,I found an issue while creating a profile,"found,creating","issue,profile",False
12456,I found a problem when trying to sign up,"found,trying,sign",problem,False
12457,I have issues opening an account,"have,opening","issues,account",False
12458,I can't create a profile,create,profile,False
12459,"I would like to use my other online account , could you switch them, please?","like,use,switch",account,False
12460,"i want to use my other online account, can u change them?","want,use,change",account,False
12461,how do i change to another account?,change,account,False
12462,"I want to use my other profile, how can I change them?","want,use,change",profile,False
12463,"I want to use my other user account, change them","want,use,change","user,account",False
12464,"i want to use my other user account, switch them","want,use,switch","user,account",False
12465,can i change to another user account?,change,"user,account",False
12466,where do i change to another profile?,change,profile,False
12467,"I want to use my other user account, help me change them","want,use,help,change","user,account",False
12468,"help mew switch to another online account, please","help,switch",account,False
12469,"I want to use my other profile, switch them","want,use,switch",profile,False
12470,"I want to use my other online account, what can I do to change them?","want,use,do,change",account,False
12471,"please, could you ask an agent how I can switch to another fucking online account?","ask,switch","agent,account",False
12472,"please, couldyou ask an agent to switch to another fucking profile?","ask,switch","agent,fucking,profile",False
12473,"I want to use my other profile, can you switch them?","want,use,switch",profile,False
12474,how can I change to another profile?,change,profile,False
12475,"I want to use mmy other user account, how do I change them?","want,use,change","user,account",False
12476,"I want to use my other account, how can I change them?","want,use,change",account,False
12477,"I want to use my other user account, what can I do to switch them?","want,use,do,switch","user,account",False
12478,how to change to another account,change,account,False
12479,"I want to use my other profile, how do I change them?","want,use,change",profile,False
12480,"i wanna use my other profile, can u change them, please?","wanna,use,change",profile,False
12481,ask an agent if I could switch to another account,"ask,switch","agent,account",False
12482,how do i change to another profile?,change,profile,False
12483,how can I change to another user account?,change,"user,account",False
12484,"ask an agent to change to another fucking user account, please","ask,change,fucking","agent,user,account",False
12485,"I want to use my other user account, switch them","want,use,switch","user,account",False
12486,"i want to use my other account, can u switch them?","want,use,switch",account,False
12487,could you ask an agent if I could change to another user account ?,"ask,change","agent,user,account",False
12488,ask an agent how to change to another account,"ask,change","agent,account",False
12489,"I want to use my other user account, I need help changing them","want,use,need,changing","user,account,help",False
12490,where can I change to another online account?,change,account,False
12491,where to switch to another online account,switch,account,False
12492,"I want to use my other account, I need help switching them","want,use,need,switching","account,help",False
12493,where can I switch to another profile?,switch,profile,False
12494,where do I change to another online account?,change,account,False
12495,where to switch to another profile,switch,profile,False
12496,I want to change to another online accdount,"want,change",accdount,False
12497,"I want to use my other user account, what should I do to change them?","want,use,do,change","user,account",False
12498,I need help changing to another account,"need,changing","help,account",False
12499,where do I switch to another account?,switch,account,False
