query,verbs,nouns,verb_noun,Subject,Intent,Sentiment
"I hae o user account, I need help creating one","need,creating","o,user,account,help","need,creating,o,user,account,help",account,set_up,Positive
I want to know if I can create several usewr accounts with a single email aaddress,"want,know,create","usewr,accounts,email,aaddress","want,know,create,usewr,accounts,email,aaddress",account,set_up,Positive
"I ahve no account, can I create one?","ahve,create",account,"ahve,create,account",account,set_up,Negative
"I have no account, can you createw one?","have,createw",account,"have,createw,account",account,set_up,Negative
ask an agent if I could remove my user account,"ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Neutral
"please, ask an agent if I can remove my user account","ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Positive
ask an agent how i can remove my user account,"ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Neutral
ask an agent where to remove my user account,"ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Neutral
can u ask an agent how to remove my user account?,"ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Neutral
can u ask an agent if i could remove my user account?,"ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Neutral
"can you ask an agent to remove my user account, please?","ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Positive
"please, can u ask an agent where i could remove my user account?","ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Positive
"can u ask an agent how to remove my user account, please?","ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Positive
"please, ask an agent how i can remove my user account","ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Positive
ask an agent how to remove my user account,"ask,remove","agent,user,account","ask,remove,agent,user,account",order,enquiry,Neutral
"I don't want my use account, how do I close it?","want,close","use,account","want,close,use,account",account,set_up,Negative
how to edit the information on my profile,edit,"information,profile","edit,information,profile",account,modification,Neutral
can i edit the information on my profile?,edit,"information,profile","edit,information,profile",account,modification,Neutral
can I edit the information on my profile?,edit,"information,profile","edit,information,profile",account,modification,Neutral
how can I edit the information on my profile?,edit,"information,profile","edit,information,profile",account,modification,Neutral
how do i edit the information on my profile?,edit,"information,profile","edit,information,profile",account,modification,Neutral
how do I edit the information on my profile?,edit,"information,profile","edit,information,profile",account,modification,Neutral
I want to edit the information on my profile,"want,edit","information,profile","want,edit,information,profile",account,modification,Positive
help me edit the information on my profile,"help,edit","information,profile","help,edit,information,profile",account,modification,Positive
my online account was hacked and I want tyo get it back,"hacked,want,get","account,tyo","hacked,want,get,account,tyo",account,restoration,Negative
"I lost my password and I'd like to retrieve  it, please","lost,like,retrieve",password,"lost,like,retrieve,password",account,restoration,Positive
could u ask an agent how i can reset my password?,"ask,reset","agent,password","ask,reset,agent,password",account,restoration,Neutral
can you ask an agent how I can reset my fucking password?,"ask,reset","agent,password","ask,reset,agent,password",account,restoration,Neutral
can u ask an agent if i can reset my password?,"ask,reset","agent,password","ask,reset,agent,password",account,restoration,Neutral
can u ask an agent how i can reset my password?,"ask,reset","agent,password","ask,reset,agent,password",account,restoration,Neutral
"ask an agent how i could reset my password, please","ask,reset","agent,password","ask,reset,agent,password",account,restoration,Positive
ask an agent if I can reset my fucking password,"ask,reset","agent,password","ask,reset,agent,password",account,restoration,Neutral
ask an agent if i can reset my password,"ask,reset","agent,password","ask,reset,agent,password",account,restoration,Neutral
"please, ask an agent how to reset my password","ask,reset","agent,password","ask,reset,agent,password",account,restoration,Positive
"please, could you ask an agent to reset my password?","ask,reset","agent,password","ask,reset,agent,password",account,restoration,Positive
"my account's been hacked, what do I have to do?","hacked,have,do",account,"hacked,have,do,account",account,restoration,Negative
"my online account's been hacked, what do I have to do?","hacked,have,do",account,"hacked,have,do,account",account,restoration,Negative
"my online account was hacked, what do I have to do?","hacked,have,do",account,"hacked,have,do,account",account,restoration,Negative
"my account was hacked, what do I have to do?","hacked,have,do",account,"hacked,have,do,account",account,restoration,Negative
"my account's been hacked, what do i have to do?","hacked,have,do",account,"hacked,have,do,account",account,restoration,Negative
"my account was hacked, what do i have to do?","hacked,have,do",account,"hacked,have,do,account",account,restoration,Negative
"someone stole my password, could you retrieve it?","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"someone stole my password, can I retrieve it ?","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"someone stole my password, can u retrieve it?","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"someone stole my password, retrieve it","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"someone stole my fucking password, retrieve it, please","stole,retrieve",password,"stole,retrieve,password",account,restoration,Positive
"someone stole my password, how can I retrieve it?","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"someone stole my password, can you retrieve it?","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"someone stole my password, how do I retrieve it?","stole,retrieve",password,"stole,retrieve,password",account,restoration,Neutral
"ym profile's been hacked, reocver it",hacked,profile,"hacked,profile",account,restoration,Negative
my profile's been hacked,hacked,profile,"hacked,profile",account,restoration,Negative
my profile was hacked,hacked,profile,"hacked,profile",account,restoration,Negative
"could you ask an agent if I can retrieve my password, please ?","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
could u ask an agent how i can retrieve my password?,"ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Neutral
could u ask an agent if i could retrieve my password?,"ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Neutral
could u ask an agent how to retrieve my password ?,"ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Neutral
"please, ask an agent if I could retrieve my password","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
"can you ask an agent if I could retrieve my fucking password, please?","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
can you ask an agent how I could retrieve my password?,"ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Neutral
could you ask an agent how I can retrieve my password?,"ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Neutral
"please, ask an agent how to retrieve my fucking password","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
"please, ask an agent how to retrieve my password","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
"please , could  ask an agent how i could retrieve my password?","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
"could u ask an agent if i can retrieve my password, please?","ask,retrieve","agent,password","ask,retrieve,agent,password",account,restoration,Positive
my online account was hacked and I want to recover it,"hacked,want,recover",account,"hacked,want,recover,account",account,restoration,Negative
my account was hacked and i want to recover it,"hacked,want,recover",account,"hacked,want,recover,account",account,restoration,Negative
my account's been hacked and I want to recover it,"hacked,want,recover",account,"hacked,want,recover,account",account,restoration,Negative
my account was hacked and I want to recover it,"hacked,want,recover",account,"hacked,want,recover,account",account,restoration,Negative
my account's been hacked and i want to recover it,"hacked,want,recover",account,"hacked,want,recover,account",account,restoration,Negative
my online account's been hacked and I want to recover it,"hacked,want,recover",account,"hacked,want,recover,account",account,restoration,Negative
"my user account was hacked, get it back","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my fucking user account was hacked, could you get it back, please?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account has been hacked, can i get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, how can I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
my user account was hacked and i wana get  it back,"hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account has been hacked, how do i get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account was hacked, how do I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, get it back","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, how could I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account was hacked, can you get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, can I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account was hacked, how can I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked , can you get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, how do i get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account was hacked, can I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account was hacked, can i get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, how do I get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my user account's been hacked, could i get it back?","hacked,get","user,account","hacked,get,user,account",account,restoration,Negative
"my profile's been hacked, can you get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, how can i get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile has been hacked, can i get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile's been hacked, how do I get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile has been hacked, how do i get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, can you get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile's been hacked, get it back","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, how can I get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile's been hacked, can u get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, get it back","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, how could I get it back ?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, can I get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile was hacked, how do I get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile's been hacked, can I get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
"my profile's been hacked, how can I get it back?","hacked,get",profile,"hacked,get,profile",account,restoration,Negative
how can I retrieve my password?,retrieve,password,"retrieve,password",account,restoration,Neutral
can I retrieve my password?,retrieve,password,"retrieve,password",account,restoration,Neutral
how to retrieve my password,retrieve,password,"retrieve,password",account,restoration,Neutral
how could I retrieve my password ?,retrieve,password,"retrieve,password",account,restoration,Neutral
how do I retrieve my password?,retrieve,password,"retrieve,password",account,restoration,Neutral
"I forgot my password, retrieve it, please","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Positive
"i forgot my password, can u retrieve it?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"I forgot my password, how can I retrieve it?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"I forgot my password, retrieve it","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"I forgot my password, can I retrieve it?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"i forgot my password, how can i retrieve it?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"I forgot my password, how do I retrieve it?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"I forgot my password, could you retrieve it, please?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Positive
"i forgot my password, retrieve it","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
"i forgot my password, can u retrieve it, please?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Positive
"i forgot my password, how do i retrieve it?","forgot,retrieve",password,"forgot,retrieve,password",account,restoration,Neutral
can u ask an agent to reset my account password?,"ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Neutral
"please, could you ask an agent how I could reset my account password?","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
"please, can you ask an agent if I could reset my fucking account password?","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
could u ask an agent how to reset my account password?,"ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Neutral
"ask an agent how i could reset my account password, please","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
"please, could you ask an agent how to reset my account password?","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
"please, ask an agent how to reset my account password","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
"ask an agent if I could reset my account password, please","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
ask an agent how i can reset my fucking account password,"ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Neutral
ask an agent to reset my account password,"ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Neutral
"please, can you ask an agent how I could reset my account password?","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
ask an agent how to reset my account password,"ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Neutral
"ask an agent if i could reset y account password, please","ask,reset","agent,account,password","ask,reset,agent,account,password",account,restoration,Positive
"my user account's been hacked, what can i do to get it back?","hacked,do,get","user,account","hacked,do,get,user,account",account,restoration,Negative
"my user account's been hacked, what should I do to get it back?","hacked,do,get","user,account","hacked,do,get,user,account",account,restoration,Negative
"my user account was hacked, what can I do to get it back?","hacked,do,get","user,account","hacked,do,get,user,account",account,restoration,Negative
"my user account's been hacked, what can I do to get it back?","hacked,do,get","user,account","hacked,do,get,user,account",account,restoration,Negative
"my user account has been hacked, what should i do to get it back?","hacked,do,get","user,account","hacked,do,get,user,account",account,restoration,Negative
"my user account was hacked, what should I do to get it back?","hacked,do,get","user,account","hacked,do,get,user,account",account,restoration,Negative
"my profile was hacked, recover it","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked, can u recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked , how can i recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, how do I recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, can u recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked, can you recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, can you recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, can i recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile has been hacked, how do i recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile has been hacked, how can i recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked, how can I recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked, how do i recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, how can I recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked, how do I recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile has been hacked, can u recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, can I recover it ?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile's been hacked, could u recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"my profile was hacked, can I recover it?","hacked,recover",profile,"hacked,recover,profile",account,restoration,Negative
"I can't remember my password, how do I reset it?","remember,reset",password,"remember,reset,password",account,restoration,Neutral
"i cant remember my password, how do i reset it?","remember,reset",password,"remember,reset,password",account,restoration,Neutral
"I can't remember my password, reset it","remember,reset",password,"remember,reset,password",account,restoration,Neutral
"I can't remember my password, how can I reset it?","remember,reset",password,"remember,reset,password",account,restoration,Neutral
how to recover my account password,recover,"account,password","recover,account,password",account,restoration,Neutral
how do I recover my account password?,recover,"account,password","recover,account,password",account,restoration,Neutral
how do i recover my account password?,recover,"account,password","recover,account,password",account,restoration,Neutral
i wanna recover my account password,recover,"account,password","recover,account,password",account,restoration,Neutral
can I recover my account password?,recover,"account,password","recover,account,password",account,restoration,Neutral
how can I recover my account password?,recover,"account,password","recover,account,password",account,restoration,Neutral
"my profile has been hacked, what can i do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile's been hacked, what should i do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile's been hacked, what can I do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile's been hacked, what can i do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile was hacked, what can I do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile's been hacked, what should I do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile was hacked, what should i do ?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile was hacked, what can i do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my profile was hacked, what should I do?","hacked,do",profile,"hacked,do,profile",account,restoration,Negative
"my fucking account's been hacked, what can I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my account has been hacked, what can i do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my account was hacked, what should I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my online account's been hacked, what can I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my online account was hacked, what should I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my online account was hacked, what an i do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my account's been hacked, what can I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my online account's been hacked, what should I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my account's been hacked, what should I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my account was hacked, what can I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my account's been hacked , what can i do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my online account was hacked, what can I do to recover it?","hacked,do,recover",account,"hacked,do,recover,account",account,restoration,Negative
"my user account was hacked, i need help getting it back","hacked,need,getting","user,account,help","hacked,need,getting,user,account,help",account,restoration,Neutral
"my user account's been hacked, and I need help getting it back","hacked,need,getting","user,account,help","hacked,need,getting,user,account,help",account,restoration,Neutral
"my fucking user account's been hacked, and I need help getting it back","hacked,need,getting","user,account,help","hacked,need,getting,user,account,help",account,restoration,Neutral
"my user account was hacked, and I need help getting it back","hacked,need,getting","user,account,help","hacked,need,getting,user,account,help",account,restoration,Neutral
"I forgot my account password, how do I recover it?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Neutral
"I forgot my account password, recover it","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Neutral
"I forgot my account password, can you recover it, please?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Positive
"I forgot my account password, how can I recover it?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Neutral
"I forgot my account password, could you recover it, please?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Positive
"I forgot my account password, can you recover it?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Neutral
"i forgot my account password, can i recover it?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Neutral
"I forgot my account password, can I recover it?","forgot,recover","account,password","forgot,recover,account,password",account,restoration,Neutral
I need help resetting my password,"need,resetting","help,password","need,resetting,help,password",account,restoration,Positive
"I need help resetting my password, please","need,resetting","help,password","need,resetting,help,password",account,restoration,Positive
"I want to retrieve my password , what should I do?","want,retrieve,do",password,"want,retrieve,do,password",account,restoration,Positive
"i want to retrieve my password, what should i do?","want,retrieve,do",password,"want,retrieve,do,password",account,restoration,Positive
"I want to retrieve my password, how can I do it?","want,retrieve,do",password,"want,retrieve,do,password",account,restoration,Positive
"I want to retrieve my password, what can I do?","want,retrieve,do",password,"want,retrieve,do,password",account,restoration,Positive
"I lost my account password, what should I do to reset it?","lost,do,reset","account,password","lost,do,reset,account,password",account,restoration,Negative
"i lost my account password, what should i do to reset it?","lost,do,reset","account,password","lost,do,reset,account,password",account,restoration,Negative
"I lost my account password, what can I do to reset it?","lost,do,reset","account,password","lost,do,reset,account,password",account,restoration,Negative
"I forgot my account password, retrieve it","forgot,retrieve","account,password","forgot,retrieve,account,password",account,restoration,Neutral
"i forgot my account password, can i retrieve it?","forgot,retrieve","account,password","forgot,retrieve,account,password",account,restoration,Neutral
"I forgot my account password, how can I retrieve it?","forgot,retrieve","account,password","forgot,retrieve,account,password",account,restoration,Neutral
"I forgot ym account password,  can I retrieve it?","forgot,retrieve","account,password","forgot,retrieve,account,password",account,restoration,Neutral
"I forgot my account password, how do I retrieve it?","forgot,retrieve","account,password","forgot,retrieve,account,password",account,restoration,Neutral
"i forgot my account password, retrieve it","forgot,retrieve","account,password","forgot,retrieve,account,password",account,restoration,Neutral
"I lost my password, helpme recover it","lost,recover",password,"lost,recover,password",account,restoration,Negative
"i lost my password, how do i recover it?","lost,recover",password,"lost,recover,password",account,restoration,Negative
"I lost my password, how can I recover it?","lost,recover",password,"lost,recover,password",account,restoration,Negative
"I lost my password, recover it","lost,recover",password,"lost,recover,password",account,restoration,Negative
"I lost my password, how do I recover it?","lost,recover",password,"lost,recover,password",account,restoration,Negative
"i lost my password, can i recover it?","lost,recover",password,"lost,recover,password",account,restoration,Negative
"i lost my password, could u recover it, please?","lost,recover",password,"lost,recover,password",account,restoration,Neutral
"I lost my account password, can I retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"I lost my account password, how can I retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"i lost my account password, how do i retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"i lost my account password, how can i retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"I lost my account password, can you retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"i lost my account password , can i retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"i lost my account password, could i retrieve it?","lost,retrieve","account,password","lost,retrieve,account,password",account,restoration,Negative
"I forgot my password, help me reset it","forgot,help,reset",password,"forgot,help,reset,password",account,restoration,Positive
"my online account's been hacked, what should I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my account was hacked, what should I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my account's been hacked, what can I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my online account was hacked, what should I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my account's been hacked, what should I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my account has been hacked, what can i do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my account was hacked, what can I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my account was hacked, what can i do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my online account has been hacked, what should i do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"my online account sas hacked, what can I do to get it back?","hacked,do,get",account,"hacked,do,get,account",account,restoration,Negative
"i lost my password, what should i do to recover it?","lost,do,recover",password,"lost,do,recover,password",account,restoration,Negative
"I lost my password, what should I do to recover it?","lost,do,recover",password,"lost,do,recover,password",account,restoration,Negative
"my cacount's been hacked, what can i do?","hacked,do",,"hacked,do,",account,restoration,Negative
"I'd like to recover my password, what should I do?","like,recover,do",password,"like,recover,do,password",account,restoration,Positive
"i cant remember my account password, can u help me?","remember,help","account,password","remember,help,account,password",account,restoration,Positive
"I can't remember my account password, can you help me?","remember,help","account,password","remember,help,account,password",account,restoration,Positive
"my online account's been hacked, how can Irecover it?","hacked,Irecover",account,"hacked,Irecover,account",account,restoration,Negative
"my profile's been hacked, what do I have to do?","hacked,have,do",profile,"hacked,have,do,profile",account,restoration,Negative
how can I reset my account password?,reset,"account,password","reset,account,password",account,restoration,Neutral
how to reset my account password,reset,"account,password","reset,account,password",account,restoration,Neutral
how do I reset my account password?,reset,"account,password","reset,account,password",account,restoration,Neutral
can I reset my account password?,reset,"account,password","reset,account,password",account,restoration,Neutral
"my account has been hacked , how do i get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account's been hacked, how can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account was hacked, get it back","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account was hacked, how do I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, can you get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, how can i get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account has been hacked, can i get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account's been hacked, can I get  it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, can u get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, how can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account's been hacked, how do I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account was hacked, can i get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, could u get it back, please?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account has been hacked, could I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account was hacked, how can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, how do I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account has been hacked, could u get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account has been hacked, could u get it back, please?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my fucking account  was hacked, hepl me get it back","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account's been hacked, can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account's been hacked, can you get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my fucking online account has been hacked, can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account's been hacked , how can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account was hacked, can you get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account's been hacked, get it back","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my account was hacked, can I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account was hacked, get it back","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account's been hacked, can you get  it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account's been hacked, how do i get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"my online account's been hacked, how do I get it back?","hacked,get",account,"hacked,get,account",account,restoration,Negative
"I want to reset my password, how can I do it?","want,reset,do",password,"want,reset,do,password",account,restoration,Positive
"I want to reset my password, what can I do?","want,reset,do",password,"want,reset,do,password",account,restoration,Positive
"i want to reset my password, what can i do?","want,reset,do",password,"want,reset,do,password",account,restoration,Positive
"I want to reset my password, what should I do?","want,reset,do",password,"want,reset,do,password",account,restoration,Positive
"i want to reset my password, how can i do it?","want,reset,do",password,"want,reset,do,password",account,restoration,Positive
"my profile's been hacked , and I need help recovering it","hacked,need,help,recovering",profile,"hacked,need,help,recovering,profile",account,restoration,Neutral
"my profile was hacked, and I need help recovering it","hacked,need,help,recovering",profile,"hacked,need,help,recovering,profile",account,restoration,Neutral
"my profile's been hacked, i need help recovering it","hacked,need,help,recovering",profile,"hacked,need,help,recovering,profile",account,restoration,Neutral
"my user account has been hacked, could I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
