,verb_noun,counts,Subject,Intent
5771,"need,refeiving,help,newsletter",1,,
5772,"wanna,get,receiving,information,newsletter",1,,
5773,"stay,newsletter",1,,
5774,"tell,s,receive,newsletter",1,,
5775,"have,receive,newsletter",1,,
5776,"tell,subscribing,newsletter",1,,
5777,"have,receiving,information,newsletter",1,,
5778,"wanna,know,is,stay,newsletter,date",1,,
5779,"want,request,subscribing,information,newsletter",1,,
5780,"wanna,know,is,keep,informed,newsletter",1,,
5781,"wan,chat,",1,,
5782,"like,get,subscribing,information,newsletter",1,,
5783,"ask,receive,agent,fucking,newsletter",1,,
5784,"want,chatting,assistance,agent",1,,
5785,"want,ask,receiving,information,newsletter",1,,
5786,"tell,is,receive,newsletter",1,,
5787,"ask,have,receive,agent,newsletter",1,,
5788,"tell,'s,stay,newsletter",1,,
5789,"have,keep,newsletter,date",1,,
5790,"stay,newsletter,date",1,,
5791,"ask,'s,stay,agent,date",1,,
5792,"get,subscribing,information,newsletter",1,,
5793,"tell,rfeceive,newsletter",1,,
5794,"need,do,speak,operator",1,,
5795,"rceiving,information,newsletter",1,,
5796,"ask,is,receive,agent,newsletter",1,,
5797,"want,receiving,information,newsletter",1,,
5798,"want,know,'s,keep,newsletter,date",1,,
5799,"wanna,know,have,stay,newsletter,date",1,,
5800,"need,speak,assistance,agent",1,,
5801,"want,know,is,subscribe,newsletter",1,newletter,subscription
5802,"need,subscribing,help,newsletter",1,,
5803,"want,know,s,subscribe,newsletter",1,newletter,subscription
5804,"need,do,chat,agent",1,,
5805,"want,get,subscribing,information,newsletter",1,,
5806,"tell,is,stay,newsletter,date",1,,
5807,"want,request,downloading,information,invoices",1,invoice,enquiry
5808,"need,requesting,information,bill",1,,
5809,"want,obtain,show,bills,information",1,,
5810,"want,obtain,invoices",1,invoice,enquiry
5811,"youobtain,bill",1,invoice,enquiry
5812,"ask,obtaining,agent,information,invoice",1,invoice,enquiry
5813,"know,seeing,bill",1,,
5814,"requesting,information,bill",1,,
5815,"need,getting,help,bills",1,,
5816,"receive,give,newsletter,information",1,,
5817,"like,get,downloading,information,bill",1,,
5818,"want,get,downloading,information,invoice",1,invoice,enquiry
5819,"want,downloading,information,invoice",1,invoice,enquiry
5820,"want,request,downloading,information,invoice",1,invoice,enquiry
5821,"have,do,register,",1,,
5822,"need,register,assistance",1,,
5823,"seeing,information,bills",1,,
5824,"want,request,downloading,information,somefucking,bills",1,,
5825,"want,get,show,bills,information",1,,
5826,"want,download,invoice",1,invoice,enquiry
5827,"need,downloading,information,sone,bills",1,,
5828,"want,ask,getting,infofmation,invoice",1,invoice,enquiry
5829,"wanna,know,obtain,invoices",1,invoice,enquiry
5830,"like,ask,requesting,information,invoice",1,invoice,enquiry
5831,"help,donwload,",1,,
5832,"want,see,give,bill,information",1,,
5833,"want,ask,seeing,information,invoice",1,invoice,enquiry
5834,"ask,get,agent,ibll",1,,
5835,"wanna,request,give,fucking,bill,information",1,,
5836,"want,request,give,bill,information",1,,
5837,"want,know,go,obtain,invoice",1,invoice,enquiry
5838,"want,requesting,information,invoice",1,invoice,enquiry
5839,"want,know,getting,bills",1,,
5840,"want,subscribe,newsletter",1,newletter,subscription
5841,"have,stay,newsletter",1,,
5842,"ask,have,keep,agent,newsletter",1,,
5843,"registering,",1,,
5844,"want,know,receive,newsletyter",1,,
5845,"want,know,is,receive,newsletter",1,,
5846,"wanna,know,s,keep,newsletter,date",1,,
5847,"want,receive,youtell,do,newsletter",1,,
5848,"ask,subscribing,agent,information,newsletter",1,,
5849,"want,know,subscribe,",1,,
5850,"have,stay,newsletter,date",1,,
5851,"have,want,sign,account,assistance",1,,
5852,"want,ask,subscribing,information,newsletter",1,,
5853,"need,open,assistance,account",1,,
5854,"have,subscribing,information,newsletter",1,,
5855,"tell,'s,keep,newsletter",1,,
5856,"want,request,receiving,information,newsletter",1,,
5857,"need,receiving,information,newsletter",1,,
5858,"have,keep,newsletter",1,,
5859,"want,know,s,receive,newsletter",1,,
5860,"help,creating,user,account,mum",1,,
5861,"need,register,",1,,
5862,"ask,'s,stay,agent,newsletter,date",1,,
5863,"tell,have,stay,informed,newsletter",1,,
5864,"trying,sign,mwmbers",1,,
5865,"ask,is,keep,informeed,agent,newsletter",1,,
5866,"tell,have,keep,informed,newsletter",1,,
5867,"help,opening,user,daughter",1,,
5868,"want,know,'s,keep,informed,newsletter",1,,
5869,"opening,assistance,account",1,,
5870,"trying,open,account,mother",1,,
5871,"tell,have,stay,newsletter",1,,
5872,"want,subscribe,show,newsletter,information",1,,
5873,"need,craete,assistance,user,account",1,,
5874,"want,know,have,keep,newsletter,date",1,,
5875,"know,regitser,father",1,,
5876,"need,create,account,mother",1,account,set_up
5877,"ask,recevie,agent,newsletter",1,,
5878,"want,requesting,information,bills",1,,
5879,"want,opening,help,gold,account,fiance",1,,
5880,"want,creating,help,user,account",1,,
5881,"want,obtain,give,invoice,information",1,invoice,enquiry
5882,"have,seeing,information,invoices",1,invoice,enquiry
5883,"signed,help,creating,account",1,,
5884,"want,know,seeing,bills",1,,
5885,"wanna,obtain,give,invoices,information",1,invoice,enquiry
5886,"wanna,see,givge,bills,information",1,,
5887,"wanna,get,downloading,information,invoices",1,invoice,enquiry
5888,"reuest,bill",1,,
5889,"need,do,create,gold,account",1,,
5890,"wanna,ask,requesting,information,bills",1,,
5891,"want,ask,obtaining,information,bills",1,,
5892,"have,downloading,information,bills",1,,
5893,"help,download,invoices",1,invoice,enquiry
5894,"need,getting,help,invoices",1,invoice,enquiry
5895,"wanna,request,show,invoices,information",1,invoice,enquiry
5896,"know,request,bills",1,invoice,enquiry
5897,"want,get,downloading,information,bills",1,,
5898,"know,seeing,invoice",1,invoice,enquiry
5899,"want,ask,getting,information,bills",1,,
5900,"like,get,requesting,information,bill",1,,
5901,"want,open,help,accouint",1,,
5902,"want,download,bills",1,invoice,enquiry
5903,"wanna,ask,obtaining,information,bill",1,,
5904,"register,assistance",1,,
5905,"wanna,download,tell,do,invoices",1,invoice,enquiry
5906,"need,register,help",1,,
5907,"need,registering,client,help",1,,
5908,",premium,account,fiancee",1,,
5909,"wanna,ask,seeing,information,invoices",1,invoice,enquiry
5910,"want,create,help,user,account,dad",1,,
5911,"tell,obtain,soem,invoices",1,invoice,enquiry
5912,"want,request,obtaining,information,bills",1,,
5913,"see,holw,invoice",1,invoice,enquiry
5914,"like,see,tell,do,bills",1,invoice,enquiry
5915,"help,opening,account,mother",1,,
5916,"want,register,assistance",1,,
5917,"help,creating,account,fiance",1,,
5918,"help,create,user,account,daughter",1,,
5919,"wanna,see,tell,do,invoices",1,invoice,enquiry
5920,"want,register,",1,,
5921,"need,requesting,hlp,bills",1,,
5922,"download,Iwant,invoices",1,invoice,enquiry
5923,"have,getting,information,invoices",1,invoice,enquiry
5924,"like,get,requesting,information,invoices",1,invoice,enquiry
5925,"know,requesting,bill",1,,
5926,"need,registering,assistance",1,,
5927,"tell,see,abill",1,,
5928,"need,do,register,",1,,
5929,"wanna,see,bil",1,,
5930,"like,see,give,bills,information",1,,
5931,"downloading,information,invoice",1,invoice,enquiry
5932,"mind,asking,obtain,agent,invoice",1,invoice,enquiry
5933,"wanna,get,requesting,information,bill",1,,
5934,"like,see,show,bill,information",1,,
5935,"want,get,requesting,information,invoice",1,invoice,enquiry
5936,"have,getting,information,invoice",1,invoice,enquiry
5937,"have,requesting,information,bill",1,,
5938,"trying,create,account",1,account,set_up
5939,"got,create,account,mother",1,account,set_up
5940,"want,request,seeing,information,bill",1,,
5941,"got,register,",1,,
5942,"like,see,give,invoices,information",1,invoice,enquiry
5943,"want,obtain,tell,do,invooice",1,,
5944,"ask,get,gaent,bill",1,,
5945,"want,creating,help,goddamn,account,mom",1,,
5946,"know,do,sign,",1,,
5947,"need,obtaining,help,invoices",1,invoice,enquiry
5948,"know,open,account,dad",1,,
5949,"terll,obtaining,information,bill",1,,
5950,"want,get,requesting,information,bills",1,,
5951,"want,getting,information,bill",1,,
5952,"tell,seeing,information,invoice",1,invoice,enquiry
5953,"open,assistance,user,account,mum",1,,
5954,"want,request,requesting,information,invoice",1,invoice,enquiry
5955,"have,crete,account",1,,
5956,"wanna,request,tell,do,invoice",1,invoice,enquiry
5957,"know,need,do,open,account",1,,
5958,"want,request,obtaining,information,invoices",1,invoice,enquiry
5959,"terll,request,invice",1,,
5960,"open,onlikne,account,mom",1,,
5961,"wanna,ask,downloading,information,bills",1,,
5962,"need,sign,help",1,,
5963,"creating,differentuser,account",1,,
5964,"need,opening,assistance,user,account",1,,
5965,"open,account,dad",1,,
5966,"want,request,nivoice",1,,
5967,"know,obtaijing,invoice",1,invoice,enquiry
5968,"have,requesting,information,invoice",1,invoice,enquiry
5969,"mind,asking,download,agent,bills",1,invoice,enquiry
5970,"tell,downloading,information,invoices",1,invoice,enquiry
5971,"need,seeing,information,abill",1,,
5972,"like,open,account,husband",1,,
5973,"like,get,tell,do,invoices",1,invoice,enquiry
5974,"need,open,assistance,user,account",1,,
5975,"try,create,account,father",1,account,set_up
5976,"need,do,sign,",1,,
5977,"create,user,account,mum",1,,
5978,"like,request,give,bills,information",1,,
5979,"trying,open,account,wife",1,,
5980,"need,creating,help,account,mother",1,,
5981,"help,open,account,fiancee",1,,
5982,"wanna,know,download,bills",1,invoice,enquiry
5983,"want,get,show,invoice,information",1,invoice,enquiry
5984,"want,know,seeing,invoices",1,invoice,enquiry
5985,"help,create,user,account,father",1,,
5986,"know,create,premium,account",1,,
5987,"want,ask,seeing,information,invoices",1,invoice,enquiry
5988,"want,see,give,bills,information",1,,
5989,"wanna,know,download,invoice",1,invoice,enquiry
5990,"need,downloading,help,invoices",1,invoice,enquiry
5991,"wannaa,know,download,invoice",1,invoice,enquiry
5992,"know,obtain,bill",1,invoice,enquiry
5993,"creating,account,daughter",1,,
5994,"wanna,seeing,request,information,bill",1,,
5995,"want,registering,assistance",1,,
5996,"need,requesting,information,invoices",1,invoice,enquiry
5997,"want,download,show,invoice,information",1,invoice,enquiry
5998,"want,request,seeing,information,invoices",1,invoice,enquiry
5999,"want,get,downloading,information,invoices",1,invoice,enquiry
6000,"want,know,requesting,invoices",1,invoice,enquiry
6001,"trying,open,account,mum",1,,
6002,"like,get,seeing,information,bill",1,,
6003,"want,get,give,invoice,information",1,invoice,enquiry
6004,"want,ask,obtaining,information,invoices",1,invoice,enquiry
6005,"need,opening,help,account,bride",1,,
6006,"requesting,information,invoice",1,invoice,enquiry
6007,"want,know,download,invoiices",1,,
6008,"open,fucking,user,account,fiancee",1,,
6009,"try,register,",1,,
6010,"want,request,bills",1,invoice,enquiry
6011,"try,create,user,account,dad",1,,
6012,"wanna,ask,requesting,information,invoice",1,invoice,enquiry
6013,"want,request,downloading,information,bill",1,,
6014,"know,see,invoice",1,invoice,enquiry
6015,"wanna,know,see,invoices",1,invoice,enquiry
6016,"creating,assistance,user,account",1,,
6017,"want,see,show,invoice,information",1,invoice,enquiry
6018,"want,request,information,invoice",1,invoice,enquiry
6019,"want,downloading,information,bills",1,,
6020,"need,downloading,information,bill",1,,
6021,"want,ask,downloading,information,bills",1,,
6022,"want,get,obtaining,information,invoice",1,invoice,enquiry
6023,"have,need,creating,user,account,assistance",1,,
6024,"want,create,account,wife",1,account,set_up
6025,"u,obtain,agent,invoice",1,invoice,enquiry
6026,"want,get,getting,information,bills",1,,
6027,"want,know,obtaining,invoice",1,invoice,enquiry
6028,"need,downloading,help,invoice",1,invoice,enquiry
6029,"want,get,getting,information,bill",1,,
6030,"tell,requesting,information,bills",1,,
6031,"want,registering,help",1,,
6032,"need,requesting,information,bills",1,,
6033,"want,obtain,show,invoice,infrmation",1,invoice,enquiry
6034,"want,request,seeing,information,bills",1,,
6035,"need,getting,information,bill",1,,
6036,"like,download,give,bills,information",1,,
6037,"need,sign,client,assistance",1,,
6038,"ask,obtaining,agent,information,bill",1,,
6039,"want,request,requesting,information,bills",1,,
6040,"help,request,bill",1,invoice,enquiry
6041,"try,open,user,account",1,,
6042,"trying,open,account,mom",1,,
6043,"want,request,show,bill,information",1,,
6044,"want,obtaining,information,invoices",1,invoice,enquiry
6045,"know,download,invoice",1,invoice,enquiry
6046,"want,know,requesting,bills",1,,
6047,"wantto,get,obtaining,information,invoices",1,invoice,enquiry
6048,"want,open,assistance,user,account,daughter",1,,
6049,"want,register,help",1,,
6050,"tell,obtaining,information,nivoice",1,,
6051,"have,obtaining,information,someinvoices",1,invoice,enquiry
6052,"wanna,get,obtaining,information,bill",1,,
6053,"want,get,show,bil,information",1,,
6054,"want,open,assistance,account,dad",1,,
6055,"obtainsome,bills",1,,
6056,"open,account,father",1,,
6057,"wanna,obtain,sho,bill,information",1,,
6058,"wanna,get,tell,do,invoices",1,invoice,enquiry
6059,"wanna,download,invoice",1,invoice,enquiry
6060,"like,download,tell,do,bill",1,invoice,enquiry
6061,"want,open,help,gold,account,fiance",1,,
6062,"want,download,give,invoices,information",1,invoice,enquiry
6063,"wanna,know,obtain,somebills",1,,
6064,"download,bil",1,,
6065,"wanna,ask,seeing,information,bill",1,,
6066,"help,download,bills",1,invoice,enquiry
6067,"want,know,downloading,invoice",1,invoice,enquiry
6068,"want,know,cfan,request,invoice",1,invoice,enquiry
6069,"want,download,show,bills,information",1,,
6070,"help,creating,account,mom",1,,
6071,"want,ask,requesting,information,invoice",1,invoice,enquiry
6072,"like,get,tell,do,bill",1,invoice,enquiry
6073,"want,obtaining,information,bill",1,,
6074,"know,requesting,invoice",1,invoice,enquiry
6075,"tel,request,bill",1,invoice,enquiry
6076,"trying,register,",1,,
6077,"want,request,tel,do,invoice",1,invoice,enquiry
6078,"ask,download,gaent,bills",1,,
6079,"wanna,download,show,bills,information",1,,
6080,"want,request,informatoin,obtaining,invoice",1,invoice,enquiry
6081,"want,opening,assistance,user,account,father",1,,
6082,"want,obtain,give,bill,information",1,,
6083,"want,getting,bils",1,,
6084,"want,see,give,nivoices,information",1,,
6085,"wanna,get,show,invoices,information",1,invoice,enquiry
6086,"want,see,invoice",1,invoice,enquiry
6087,"tell,download,tou,bill",1,,
6088,"like,obtain,tell,do,invoices",1,invoice,enquiry
6089,"ask,getting,agent,informtaion,invoice",1,invoice,enquiry
6090,"wanna,get,requesting,information,invoices",1,invoice,enquiry
6091,"want,request,obtaiming,information,bills",1,,
6092,"tell,gt,invoice",1,invoice,enquiry
6093,"got,create,user,account,bride",1,,
6094,"help,create,user,account,dad",1,,
6095,"wanna,ask,downloading,information,invoices",1,invoice,enquiry
6096,"requesting,information,bills",1,,
6097,"want,seeing,information,invoice",1,invoice,enquiry
6098,"want,open,assistance,account",1,,
6099,"help,create,account,mom",1,account,set_up
6100,"want,ask,seeing,informatrion",1,,
6101,"trying,open,account,dad",1,,
6102,"know,create,gold,account,husband",1,,
6103,"wanna,download,give,bill,information",1,,
6104,"want,know,todownload,invoie",1,,
6105,"want,get,seeing,information,invoices",1,invoice,enquiry
6106,"wanna,obtain,ell,do,invoices",1,invoice,enquiry
6107,"wantto,know,obtain,invoice",1,invoice,enquiry
6108,"want,see,show,bill,information",1,,
6109,"want,ask,requesting,information,bhills",1,,
6110,"want,seeing,information,invoices",1,invoice,enquiry
6111,"want,request,give,invoice,information",1,invoice,enquiry
6112,"telo,get,invoice",1,invoice,enquiry
6113,"have,seeing,information,invoice",1,invoice,enquiry
6114,"tell,obtain,bils",1,,
6115,"wanna,see,tell,do,invoicse",1,,
6116,"want,obtain,invoice",1,invoice,enquiry
6117,"wanna,know,get,bills",1,invoice,enquiry
6118,"signed,help,opening,user,account",1,,
6119,"seeing,information,invoice",1,invoice,enquiry
6120,"ask,requesting,agent,information,bill",1,,
6121,"want,request,getting,information,invoices",1,invoice,enquiry
6122,"need,register,member,help",1,,
6123,"have,getting,information,bill",1,,
6124,"downloading,information,bill",1,,
6125,"want,download,bill",1,invoice,enquiry
6126,"want,know,download,invoices",1,invoice,enquiry
6127,"request,nivoices",1,,
6128,"want,get,seeing,information,bill",1,,
6129,"need,getting,help,bill",1,,
6130,"know,sign,",1,,
6131,"wanna,request,show,bill,information",1,,
6132,"getting,information,invoices",1,invoice,enquiry
6133,"have,want,registering,account,help",1,account,set_up
6134,"want,downloading,information,invoices",1,invoice,enquiry
6135,"help,request,bills",1,invoice,enquiry
6136,"help,obtain,invoice",1,invoice,enquiry
6137,"get,obtaining,information,bills",1,,
6138,"like,get,downlpading,information,invoice",1,invoice,enquiry
6139,"need,downloading,information,invoice",1,invoice,enquiry
6140,"ask,download,agent,iblls",1,,
6141,"signed,need,oopen,help,user,account",1,,
6142,"want,opening,help,account,husband",1,,
6143,"downloading,informatrion,invoices",1,invoice,enquiry
6144,"want,request,obtaining,information,bill",1,,
6145,"know,obtain,invoice",1,invoice,enquiry
6146,"getting,information,bils",1,,
6147,"need,downloading,information,invoices",1,invoice,enquiry
6148,"getting,information,invoice",1,invoice,enquiry
6149,"want,get,give,bill,information",1,,
6150,"help,get,bills",1,invoice,enquiry
6151,"have,do,open,account,husband",1,,
6152,"download,inmvoice",1,,
6153,"want,request,downloading,information,bills",1,,
6154,"want,see,show,bills,information",1,,
6155,"tell,subscribing,yopu,newsletter",1,,
6156,"subscribing,information,newsletter",1,,
6157,"tell,status,order",1,,
6158,"bought,have,do,change,purchase",1,purchase,modification
6159,"bought,want,modify,purchase",1,,
6160,"try,check,contact,hours,customer,service",1,customer_support ,enquiry
6161,"modify,tell,do,purchase",1,,
6162,"bought,want,modify,item,ands,purchase",1,,
6163,"bought,do,change,order",1,order,modification
6164,"bought,have,do,change,product,order",1,order,modification
6165,"ordered,need,modifying,help,order",1,,
6166,"want,know,modifying,fucking,order",1,,
6167,"bought,have,do,modify,purchase",1,,
6168,"ordered,wanna,change,product,purchase",1,,
6169,"modifying,information,order",1,,
6170,"bought,have,do,change,product,purchase",1,,
6171,"purchased,have,modify,purchase",1,,
6172,"made,want,change,mistake,purchase",1,,
6173,"purchased,have,do,modify,order",1,order,modification
6174,"want,know,modifying,purchase",1,,
6175,"ask,changing,agent,information,purchase",1,,
6176,"bought,like,change,purchase",1,purchase,modification
6177,"ordered,help,modifying,product,nede,order",1,,
6178,"checking,assistance,hours,customer,service",1,,
6179,"ell,purchase",1,,
6180,"ordered,help,modify,item,purchase",1,,
6181,"change,myorder",1,,
6182,"bought,like,modify,item,order",1,,
6183,"want,modify,give,purchase,information",1,,
6184,"bought,have,do,modify,product,purchase",1,,
6185,"ant,ask,modifying,information,purchase",1,,
6186,"want,know,modify,fucking,order",1,,
6187,"know,do,speak,customer,service",1,,
6188,"changing,d,information,order",1,,
6189,"purchased,like,change,purchase",1,purchase,modification
6190,"ask,modifying,agent,information,purchase",1,,
6191,"like,request,modifying,information,order",1,,
6192,"made,like,change,mistake,asnd,order",1,,
6193,"want,modify,give,order,information",1,,
6194,"',get,modifying,information,order",1,,
6195,"purchased,want,change,order",1,order,modification
6196,"check,ohurs,contact,customer,support",1,,
6197,"bought,have,do,change,item,purchase",1,,
6198,"want,make,modification,purchase",1,,
6199,"ordered,have,do,modify,item,purchase",1,,
6200,"want,modify,send,purchase",1,,
6201,"want,know,chasnge,prchase",1,,
6202,"need,changing,information,order",1,,
6203,"purchased,want,modify,order",1,order,modification
6204,"modify,send,purchase",1,,
6205,"made,need,changing,mistake,help,order",1,,
6206,"bought,need,modifying,purchased,product,help",1,,
6207,"ordered,help,change,purchase",1,purchase,modification
6208,"midifying,information",1,,
6209,"ask,modufy,agent,purchase",1,,
6210,"want,get,changing,information,order",1,,
6211,"purchased,chbange,soemthing,purchase",1,,
6212,"want,get,changing,information,purchase",1,,
6213,"bougyt,need,modifying,item,help,order",1,,
6214,"like,get,changing,information,purchase",1,,
6215,"know,have,do,contcat,customer,support",1,,
6216,"want,change,purchase",1,purchase,modification
6217,"want,modify,show,purchase,information",1,,
6218,",hours,customer,service",1,,
6219,"purchased,have,do,change,order",1,order,modification
6220,"bought,need,modifying,item,help,order",1,,
6221,"bought,have,do,modify,item,purchase",1,,
6222,"want,change,give,order,information",1,,
6223,"modify,give,order,information",1,,
6224,"purchased,need,modifying,item,help,purchase",1,,
6225,"wanna,know,modifying,order",1,,
6226,"boguht,need,modifying,product,elp,purchase",1,,
6227,"ordered,help,modify,order",1,order,modification
6228,"made,help,modify,mistake,order",1,,
6229,"purchased,want,change,item,purchase",1,,
6230,"know,do,talk,customer,service",1,,
6231,"want,modify,purchase",1,,
6232,"purchased,need,modifying,product,help,purchase",1,,
6233,"purchased,help,change,item,purchase",1,,
6234,"bought,want,change,item,purchase",1,,
6235,"made,ask,chaneg,mistake,agent,purchase",1,,
6236,"ordered,help,modify,product,purchase",1,,
6237,"got,talk,do,customer,support",1,,
6238,"wanna,get,modifying,information,order",1,,
6239,"obught,have,do,change,product,order",1,order,modification
6240,"want,request,changing,information,purchase",1,,
6241,"changing,information,order",1,,
6242,"purchased,need,modifying,product,help,order",1,,
6243,"ordered,wanna,modify,product,purchase",1,,
6244,"purchased,need,changing,help,purchase",1,,
6245,"purchassed,modify,osmething,order",1,,
6246,"purchased,want,change,smethingand,order",1,,
6247,"help,mistake,order",1,,
6248,"ordered,like,modify,product,order",1,,
6249,"help,calling,customer,service",1,,
6250,"bought,do,change,item,orderr",1,,
6251,"boughtsomething,change,order",1,order,modification
6252,"rodered,modify,product,order",1,,
6253,"want,get,modifying,information,purchase",1,,
6254,"ordered,do,mmodify,product,purchase",1,,
6255,"ordered,wanna,change,purchase",1,purchase,modification
6256,"want,check,contact,time,customer,service",1,,
6257,"mind,asking,modifying,agent,information,purchase",1,,
6258,"ordered,want,change,item,order",1,,
6259,"made,ask,change,mistake,agent,purchase",1,,
6260,"ordered,help,modify,purchase",1,,
6261,"made,want,change,mistake,order",1,,
6262,"contacting,assistance,customer,service",1,,
6263,"made,wanna,modify,aa,mistake,order",1,,
6264,"want,change,tell,do,purtchase",1,,
6265,"bought,need,changing,item,help,order",1,,
6266,"wanna,make,change,purchase",1,purchase,modification
6267,"purchased,need,changing,item,help,order",1,,
6268,"want,change,give,information",1,,
6269,"ordered,want,modify,order",1,order,modification
6270,"need,modifying,information,order",1,,
6271,"purchased,do,modify,product,shouldI,order",1,,
6272,"ordered,change,item,purchaxe",1,,
6273,"need,modifying,information,fucking,order",1,,
6274,"ask,modify,agent,ohw,purchase",1,,
6275,"got,contact,customer,service",1,customer_support ,enquiry
6276,"purchased,wantto,modify,purchase",1,,
6277,"trying,contact,customer,service",1,customer_support ,enquiry
6278,"want,check,reach,help,time,customer,support",1,,
6279,"bought,have,do,modify,item,order",1,,
6280,"bought,want,modify,product,order",1,,
6281,"bought,need,changing,product,help,order",1,,
6282,"made,need,modifying,mistake,help,order",1,,
6283,"purchased,have,do,change,purchase",1,purchase,modification
6284,"need,check,contact,time,customer,service",1,,
6285,"made,ask,tomodify,mistake,agent,order",1,,
6286,"ordered,like,change,product,order",1,order,modification
6287,"want,check,hours,customer,service",1,customer_support ,enquiry
6288,"purchased,like,change,order",1,order,modification
6289,"wanna,get,changing,information,purchase",1,,
6290,"bought,need,modifying,product,help,purchase",1,,
6291,"want,request,changing,information,order",1,,
6292,"ordered,have,do,change,product,rder",1,,
6293,"need,changing,help,purchase",1,,
6294,"want,request,modifying,information,order",1,,
6295,"ordered,want,modify,product,purchase",1,,
6296,"purhased,have,do,change,iem,order",1,,
6297,"bought,help,modify,item,purchase",1,,
6298,"know,contact,customer,support",1,,
6299,"tell,order,awy",1,,
6300,"check,call,hours,customer,assistance",1,,
6301,",purchase",1,,
6302,"contact,time,customer,service",1,,
6303,"call,customer,assistance",1,,
6304,"know,know,deliveries",1,,
6305,"tell,cantrack,package",1,order,enquiry
6306,"like,contact,customer,service",1,customer_support ,enquiry
6307,"have,contact,customer,service",1,customer_support ,enquiry
6308,"contacting,customer,service",1,,
6309,"see,reach,time,customer,assistance",1,,
6310,"want,check,call,help,time,customer,support",1,,
6311,"wanna,check,help,status,purchase",1,purchase,enquiry
6312,"try,check,contact,time,customer,service",1,,
6313,"need,speaking,fucking,help,customer,support",1,,
6314,"help,customer,service",1,,
6315,"want,see,time,customer,support",1,,
6316,"wanna,know,know,orders",1,,
6317,"need,get,assistance,touch,customer,support",1,,
6318,"try,contact,customer,service",1,customer_support ,enquiry
6319,"want,check,shipments",1,order,enquiry
6320,"have,check,time,customer,service",1,,
6321,"help,see,hours,customer,support",1,,
6322,"contact,hours,customer,service",1,customer_support ,enquiry
6323,"want,contact,help,customer,support",1,,
6324,"want,seeing,reach,help,hours,customer,assistance",1,,
6325,"help,checking,time,customer,assistance",1,,
6326,"know,call,customer,assistance",1,,
6327,"mind,asking,agent,orders,awy",1,,
6328,"ask,give,agent,information,status,order",1,,
6329,"trying,see,hours,customer,support",1,,
6330,"know,do,call,nee,customer,service",1,,
6331,"tell,baout,status,purchase",1,purchase,enquiry
6332,"know,do,talk,customer,assistance",1,,
6333,"ask,provide,agent,information,status,purchase",1,purchase,enquiry
6334,"check,otder",1,,
6335,"want,track,packages",1,order,enquiry
6336,"arrive,delivery",1,,
6337,"need,helptracking,myu,deliveries",1,,
6338,"tell,call,time,customer,service",1,,
6339,"help,check,reach,time,customer,assistance",1,,
6340,"get,assistance,touch,customer,service",1,,
6341,"got,call,need,customer,support,assistance",1,,
6342,"need,tracikng,help,package",1,,
6343,"have,check,hours,customer,service",1,customer_support ,enquiry
6344,"check,reach,hours,customer,assistance",1,,
6345,"help,speaking,customer,support",1,,
6346,"got,contact,need,customer,support,assistance",1,,
6347,"need,check,contact,hours,customer,service",1,customer_support ,enquiry
6348,"help,checking,contact,customer,service",1,customer_support ,enquiry
6349,"have,do,contact,customer,service",1,customer_support ,enquiry
6350,"track,rder",1,,
6351,"want,viwe,do,status,order",1,,
6352,",shipment,delievry",1,,
6353,"mind,asking,track,agent,shipment",1,order,enquiry
6354,"need,speak,help,customer,support",1,,
6355,"ask,see,agent,status,order",1,,
6356,"want,know,padkage,delivery",1,,
6357,",customer,service,e,-,mail",1,,
6358,"see,reach,time,assistance",1,,
6359,"check,call,time,customer,service",1,,
6360,"have,check,contact,time,customer,service",1,,
6361,"try,check,time,customer,service",1,,
6362,"need,call,help,customer,assistance",1,,
6363,"get,tracking,no,package",1,,
6364,"want,speak,help,customer,service",1,,
6365,"got,contact,do,customer,assistance",1,,
6366,"help,check,call,hours,customer,service",1,,
6367,"bought,do,change,whta,order",1,,
6368,"bought,want,modify,order",1,order,modification
6369,"wanna,ask,changing,information,order",1,,
6370,"tll,modify,order",1,order,modification
6371,"ordered,have,do,modify,order",1,order,modification
6372,"purchased,want,change,item,order",1,,
6373,"bought,help,modify,item,order",1,,
6374,"failed,have,do,payment",1,,
6375,"have,number,contact,customer,service",1,customer_support ,enquiry
6376,"want,make,do,purchase",1,,
6377,"need,help,seeing,call,time,customer,service",1,,
6378,"want,place,help,order",1,,
6379,"try,check,hours,customer,assistance",1,,
6380,"need,assistance,contact,customer,service",1,customer_support ,enquiry
6381,"want,make,have,do,order",1,,
6382,"know,have,do,call,support",1,,
6383,"ask,change,send,agent,purchase",1,,
6384,"ordered,want,modify,item,purchase",1,,
6385,"purchased,need,changing,product,help,purchase",1,,
6386,"like,ask,changing,information,purchase",1,,
6387,"want,change,send,purchase",1,,
6388,"bought,do,change,item,order",1,,
6389,"ordered,have,do,change,product,order",1,order,modification
6390,"made,chaznge,mistake,order",1,,
6391,"made,need,modifying,mistake,help,purchase",1,,
6392,"ordered,need,changing,item,help,order",1,,
6393,"have,changing,information,purchase",1,,
6394,"ordered,want,change,item,purchase",1,,
6395,"purchased,need,help,modifyingmy,order",1,,
6396,"ordered,help,change,item,order",1,,
6397,"made,have,do,modify,mistake,purchase",1,,
6398,"bought,have,do,modify,product,order",1,,
6399,"tell,changing,ourchase",1,,
6400,"like,place,do,order",1,,
